data,miasto,sklep,kategoria,towar,cena,sztuk
2015-12-31,Katowice,Jankowski,szkolno-biurowe,plastelina,2.99,247
2016-08-13,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,76
2014-12-25,Łódź,Kaczmarski,meble,biurko,149.99,8
2016-09-11,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,269
2017-01-22,Radom,Arendt,wyposażenie szkolne,tablica,590.00,1
2015-10-21,Łódź,Kaczmarek,meble,biurko,149.99,10
2016-06-28,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,452
2014-10-30,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,194
2017-04-26,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,75
2017-03-15,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,13
2016-11-17,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,8
2016-03-15,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,6
2015-10-30,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,5
2015-08-07,Radom,Zawadzki,szkolno-biurowe,długopis,1.49,138
2015-01-11,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,68
2016-08-22,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,258
2016-11-04,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,68
2016-03-05,Poznań,Szewczyk,szkolno-biurowe,flamaster,0.99,233
2016-01-27,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,59
2015-04-25,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,377
2016-11-20,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,340
2015-03-13,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,273
2015-04-09,Warszawa,Malinowski,meble,biurko,149.99,3
2016-03-09,Gdańsk,Skiba,meble,biurko,149.99,15
2015-06-14,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,380
2017-03-22,Katowice,Jankowski,meble,biurko,149.99,1
2016-11-20,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,31
2016-02-02,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,245
2015-06-15,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,18
2015-04-15,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,1
2017-01-18,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,12
2015-11-04,Kraków,Kozłowski,szkolno-biurowe,plastelina,2.99,72
2015-05-13,Łódź,Kaczmarski,szkolno-biurowe,dziurkacz,7.50,147
2017-01-31,Poznań,Romanowski,meble,krzesło obrotowe,69.00,32
2015-05-26,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,70
2016-06-02,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,45
2016-09-25,Białystok,Pietrasiuk,meble,biurko,149.99,4
2016-03-18,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,11
2016-10-22,Gdańsk,Krupa,meble,biurko,149.99,11
2016-03-26,Radom,Czarnecki,wyposażenie szkolne,gąbka,4.00,27
2017-03-11,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,2
2016-12-19,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,433
2015-03-08,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,244
2015-02-13,Radom,Grycuk,szkolno-biurowe,długopis,1.49,66
2015-04-10,Radom,Zawadzki,szkolno-biurowe,długopis,1.49,93
2016-02-19,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,1
2015-03-17,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,1
2016-03-14,Gdańsk,Żurek,szkolno-biurowe,dziurkacz,7.50,171
2016-10-28,Gdańsk,Krupa,wyposażenie szkolne,gąbka,4.00,303
2015-01-31,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,215
2016-11-21,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,1
2016-09-03,Warszawa,Malinowski,szkolno-biurowe,długopis,1.49,246
2015-07-29,Kraków,Dudek,meble,krzesło obrotowe,69.00,13
2016-09-07,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,245
2015-08-09,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,3
2017-02-12,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,3
2015-01-17,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,16
2016-06-01,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,24
2016-12-30,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,100
2015-05-31,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,285
2017-02-21,Katowice,Gaińska,meble,biurko,149.99,2
2016-03-17,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,2
2016-01-06,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,160
2017-01-06,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,22
2016-04-04,Kraków,Wróbel,meble,krzesło obrotowe,69.00,7
2016-04-02,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,231
2017-03-23,Katowice,Michalak,meble,biurko,149.99,2
2015-01-21,Katowice,Gaińska,meble,biurko,149.99,8
2015-06-28,Warszawa,Malinowski,meble,biurko,149.99,14
2017-03-23,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,1
2016-03-10,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,3
2017-03-19,Poznań,Szewczyk,meble,biurko,149.99,1
2016-03-21,Poznań,Romanowski,meble,krzesło obrotowe,69.00,8
2016-04-09,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2016-11-18,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,39
2015-04-26,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,343
2016-08-25,Białystok,Pietrasiuk,meble,biurko,149.99,2
2016-10-01,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,129
2016-11-09,Radom,Czarnecki,wyposażenie szkolne,kreda,5.00,86
2015-11-19,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,96
2016-10-31,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,6
2015-01-17,Radom,Arendt,szkolno-biurowe,plastelina,2.99,182
2015-09-01,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,448
2015-12-12,Kraków,Wróbel,wyposażenie szkolne,tablica,590.00,1
2017-05-02,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,12
2016-11-07,Katowice,Gaińska,meble,krzesło obrotowe,69.00,15
2014-10-18,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,1
2015-09-19,Białystok,Pietrasiuk,meble,biurko,149.99,4
2015-12-18,Gdańsk,Skiba,meble,biurko,149.99,10
2016-12-06,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,5
2015-03-05,Gdańsk,Żurek,szkolno-biurowe,plastelina,2.99,88
2015-04-07,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-04-28,Katowice,Gaińska,meble,biurko,149.99,16
2015-03-05,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2015-05-01,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,282
2015-02-11,Białystok,Pietrasiuk,meble,biurko,149.99,4
2014-11-01,Poznań,Romanowski,meble,biurko,149.99,8
2015-05-16,Katowice,Jankowski,meble,biurko,149.99,14
2017-04-13,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,20
2015-11-06,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,3
2015-10-01,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,75
2017-03-13,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,22
2015-03-29,Radom,Grycuk,szkolno-biurowe,plastelina,2.99,51
2015-12-18,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,5
2015-01-18,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,3
2014-11-15,Gdańsk,Żurek,szkolno-biurowe,dziurkacz,7.50,70
2015-12-14,Poznań,Borowik,meble,biurko,149.99,7
2014-12-06,Radom,Arendt,meble,krzesło obrotowe,69.00,13
2016-08-16,Kraków,Sikorski,meble,biurko,149.99,4
2016-04-28,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,1
2015-03-12,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,25
2015-11-10,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,5
2016-10-20,Kraków,Wróbel,wyposażenie szkolne,tablica,590.00,3
2015-04-20,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,50
2017-01-25,Katowice,Jankowski,meble,biurko,149.99,19
2015-01-08,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,57
2015-02-21,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,249
2016-05-30,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,1
2016-07-13,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,42
2016-07-29,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,202
2015-03-13,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,23
2014-12-08,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,11
2015-10-30,Kraków,Kozłowski,szkolno-biurowe,plastelina,2.99,201
2016-08-11,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,159
2015-11-08,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,122
2014-11-17,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,24
2015-08-06,Poznań,Romanowski,meble,biurko,149.99,9
2016-04-18,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,42
2015-12-04,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,51
2016-10-04,Radom,Grycuk,meble,krzesło obrotowe,69.00,6
2016-02-20,Gdańsk,Krupa,szkolno-biurowe,plastelina,2.99,397
2015-09-01,Poznań,Borowik,meble,krzesło obrotowe,69.00,27
2015-12-21,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,7
2016-11-01,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,316
2015-11-07,Łódź,Kaczmarski,meble,biurko,149.99,3
2016-10-07,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,1
2015-05-01,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,26
2016-08-05,Radom,Grycuk,meble,biurko,149.99,8
2015-06-09,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,174
2014-11-24,Warszawa,Malinowski,meble,biurko,149.99,2
2015-08-19,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,133
2015-07-15,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,259
2016-01-22,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,6
2015-12-16,Warszawa,Stefaniak,meble,biurko,149.99,3
2015-09-25,Katowice,Michalak,meble,krzesło obrotowe,69.00,9
2017-02-09,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,7
2017-01-27,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,104
2015-03-07,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,159
2015-06-04,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,58
2015-07-10,Kraków,Kozłowski,szkolno-biurowe,długopis,1.49,98
2016-05-20,Białystok,Pietrasiuk,meble,biurko,149.99,4
2016-04-19,Gdańsk,Skiba,meble,biurko,149.99,10
2014-12-31,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,268
2016-07-26,Kraków,Kozłowski,szkolno-biurowe,plastelina,2.99,31
2016-03-26,Gdańsk,Skiba,meble,biurko,149.99,13
2016-03-03,Radom,Arendt,meble,krzesło obrotowe,69.00,15
2016-09-08,Poznań,Romanowski,meble,biurko,149.99,1
2016-11-10,Katowice,Jankowski,meble,krzesło obrotowe,69.00,38
2014-11-07,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,85
2016-04-10,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,47
2014-10-26,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,1
2016-01-26,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,10
2016-03-20,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,165
2015-09-08,Łódź,Wdowiak,meble,biurko,149.99,11
2015-11-06,Białystok,Podsiadło,meble,biurko,149.99,1
2016-12-08,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,34
2016-12-05,Katowice,Michalak,meble,krzesło obrotowe,69.00,3
2016-10-29,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,28
2015-01-04,Gdańsk,Socha,meble,krzesło obrotowe,69.00,1
2015-11-09,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2014-10-18,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,138
2015-08-17,Łódź,Wdowiak,meble,biurko,149.99,5
2015-06-17,Kraków,Dudek,meble,krzesło obrotowe,69.00,15
2015-06-17,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,1
2015-10-31,Radom,Zawadzki,meble,krzesło obrotowe,69.00,16
2017-02-14,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,118
2015-05-26,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-11-25,Gdańsk,Socha,meble,biurko,149.99,13
2015-03-01,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,68
2016-08-25,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,72
2015-12-01,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2017-03-18,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,273
2015-04-13,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2016-01-28,Łódź,Wdowiak,meble,biurko,149.99,12
2017-05-03,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,42
2016-06-28,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,179
2017-02-03,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,194
2015-06-04,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,370
2015-01-19,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,11
2015-02-18,Katowice,Michalak,meble,biurko,149.99,7
2015-03-30,Łódź,Kaczmarek,meble,biurko,149.99,6
2015-07-22,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,75
2016-08-22,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,27
2016-05-16,Łódź,Kaczmarek,meble,biurko,149.99,12
2016-09-16,Gdańsk,Żurek,szkolno-biurowe,dziurkacz,7.50,108
2016-12-05,Warszawa,Malinowski,meble,biurko,149.99,13
2017-02-09,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,2
2015-02-22,Katowice,Michalak,szkolno-biurowe,flamaster,0.99,389
2016-11-07,Radom,Arendt,wyposażenie szkolne,tablica,590.00,1
2015-09-17,Katowice,Gaińska,meble,biurko,149.99,9
2016-05-24,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,158
2016-03-29,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,71
2015-06-02,Katowice,Michalak,szkolno-biurowe,flamaster,0.99,91
2015-01-21,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,69
2015-05-08,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,10
2017-04-06,Katowice,Jankowski,meble,biurko,149.99,3
2015-07-12,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,3
2017-05-02,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,1
2015-03-01,Kraków,Kozłowski,szkolno-biurowe,flamaster,0.99,5
2015-08-12,Gdańsk,Żurek,szkolno-biurowe,flamaster,0.99,302
2015-05-29,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,179
2015-07-13,Łódź,Kaczmarski,meble,biurko,149.99,10
2016-09-30,Radom,Zawadzki,wyposażenie szkolne,gąbka,4.00,136
2016-02-14,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,34
2016-07-05,Kraków,Dudek,meble,biurko,149.99,11
2016-12-21,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,3
2016-02-01,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,56
2014-11-22,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,40
2015-03-13,Kraków,Sikorski,meble,krzesło obrotowe,69.00,21
2017-01-31,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,7
2015-07-12,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,1
2016-04-11,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2016-12-22,Poznań,Romanowski,meble,biurko,149.99,1
2016-05-14,Gdańsk,Żurek,szkolno-biurowe,dziurkacz,7.50,24
2015-11-04,Kraków,Kozłowski,szkolno-biurowe,dziurkacz,7.50,32
2015-05-14,Radom,Czarnecki,wyposażenie szkolne,gąbka,4.00,36
2016-01-05,Białystok,Pietrasiuk,meble,biurko,149.99,2
2017-03-13,Poznań,Borowik,szkolno-biurowe,dziurkacz,7.50,166
2017-04-13,Katowice,Michalak,meble,biurko,149.99,6
2016-10-13,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,316
2016-02-25,Radom,Zawadzki,szkolno-biurowe,długopis,1.49,33
2015-09-25,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,279
2016-05-17,Radom,Grycuk,meble,biurko,149.99,6
2016-11-25,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,198
2015-02-20,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,4
2016-04-12,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,183
2016-01-23,Katowice,Michalak,meble,krzesło obrotowe,69.00,31
2015-05-09,Radom,Czarnecki,meble,krzesło obrotowe,69.00,8
2015-01-24,Łódź,Kaczmarek,wyposażenie szkolne,tablica,590.00,3
2015-12-19,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,3
2015-02-04,Łódź,Kaczmarski,meble,biurko,149.99,4
2015-07-14,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,507
2015-08-10,Radom,Arendt,meble,biurko,149.99,8
2015-07-07,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,17
2015-12-07,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,208
2016-08-10,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,242
2015-03-12,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,23
2016-03-11,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,331
2016-02-04,Gdańsk,Skiba,wyposażenie szkolne,gąbka,4.00,162
2016-11-16,Poznań,Borowik,szkolno-biurowe,długopis,1.49,13
2016-05-05,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,178
2015-09-24,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,292
2016-06-03,Kraków,Wróbel,meble,biurko,149.99,2
2015-11-23,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,142
2016-10-09,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,1
2016-07-07,Kraków,Sikorski,meble,krzesło obrotowe,69.00,9
2015-11-30,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,6
2015-08-17,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,87
2015-09-26,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,2
2017-04-24,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,38
2016-07-14,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,3
2015-08-21,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,2
2016-10-20,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,4
2015-09-26,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,475
2016-08-19,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,76
2016-07-04,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,287
2016-11-23,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,3
2016-12-21,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,178
2016-06-24,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,217
2016-02-17,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,24
2015-07-14,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,3
2016-10-31,Radom,Zawadzki,meble,biurko,149.99,2
2015-10-27,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,245
2015-05-11,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,1
2015-08-04,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,2
2015-03-09,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,98
2015-10-25,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,200
2016-09-16,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,4
2016-07-09,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,31
2015-04-26,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,194
2015-11-07,Warszawa,Malinowski,meble,biurko,149.99,21
2015-06-28,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,268
2015-12-09,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,4
2016-01-31,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,86
2017-01-11,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,183
2016-10-23,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,148
2017-01-07,Katowice,Jankowski,meble,krzesło obrotowe,69.00,29
2016-07-24,Poznań,Szewczyk,meble,biurko,149.99,10
2015-03-27,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,5
2015-05-17,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,263
2016-01-19,Poznań,Borowik,meble,biurko,149.99,8
2015-12-22,Gdańsk,Skiba,wyposażenie szkolne,gąbka,4.00,351
2017-04-19,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,387
2015-06-04,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,101
2014-11-18,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,96
2015-04-07,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,216
2017-01-31,Kraków,Kozłowski,meble,biurko,149.99,4
2016-11-29,Radom,Arendt,szkolno-biurowe,flamaster,0.99,154
2015-02-13,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,24
2015-09-28,Radom,Arendt,szkolno-biurowe,dziurkacz,7.50,5
2014-12-01,Radom,Czarnecki,szkolno-biurowe,plastelina,2.99,102
2015-12-03,Poznań,Szewczyk,szkolno-biurowe,flamaster,0.99,128
2015-03-24,Katowice,Michalak,meble,krzesło obrotowe,69.00,5
2016-02-20,Katowice,Michalak,meble,krzesło obrotowe,69.00,37
2016-04-30,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,5
2015-06-29,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,122
2014-11-17,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,28
2015-07-14,Białystok,Podsiadło,meble,biurko,149.99,3
2016-04-13,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,3
2017-02-08,Gdańsk,Żurek,wyposażenie szkolne,tablica,590.00,4
2016-01-28,Radom,Zawadzki,szkolno-biurowe,flamaster,0.99,92
2015-10-20,Radom,Arendt,szkolno-biurowe,długopis,1.49,90
2016-07-29,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,14
2015-11-21,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,52
2015-06-25,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,22
2015-07-10,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,201
2015-01-10,Kraków,Kozłowski,szkolno-biurowe,dziurkacz,7.50,46
2016-09-08,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,91
2017-02-15,Radom,Czarnecki,wyposażenie szkolne,gąbka,4.00,94
2015-07-14,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,304
2017-02-28,Warszawa,Stefaniak,meble,biurko,149.99,14
2015-05-20,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,1
2016-11-16,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,1
2015-07-01,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,99
2017-05-01,Gdańsk,Żurek,wyposażenie szkolne,tablica,590.00,2
2015-08-13,Gdańsk,Socha,meble,krzesło obrotowe,69.00,3
2017-01-15,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,1
2017-03-12,Kraków,Wróbel,meble,krzesło obrotowe,69.00,22
2015-02-02,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,17
2015-08-15,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,16
2015-11-24,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,251
2015-09-03,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,66
2015-12-19,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,92
2016-01-24,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,190
2017-05-05,Katowice,Gaińska,meble,krzesło obrotowe,69.00,25
2016-09-18,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,8
2015-03-12,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,407
2015-04-18,Radom,Czarnecki,meble,krzesło obrotowe,69.00,7
2015-11-17,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,23
2015-04-29,Kraków,Dudek,wyposażenie szkolne,gąbka,4.00,40
2017-03-21,Łódź,Kaczmarek,wyposażenie szkolne,tablica,590.00,3
2016-05-10,Katowice,Michalak,meble,krzesło obrotowe,69.00,6
2015-10-05,Radom,Arendt,meble,krzesło obrotowe,69.00,4
2017-03-13,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,92
2015-08-14,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,12
2016-03-11,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2016-02-26,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,2
2015-09-05,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,15
2015-01-24,Gdańsk,Skiba,meble,biurko,149.99,2
2017-04-12,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,313
2017-03-25,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,68
2016-08-26,Katowice,Michalak,meble,krzesło obrotowe,69.00,33
2015-07-24,Poznań,Szewczyk,szkolno-biurowe,flamaster,0.99,256
2015-11-04,Kraków,Kozłowski,szkolno-biurowe,plastelina,2.99,11
2015-09-14,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,21
2014-12-29,Gdańsk,Żurek,szkolno-biurowe,flamaster,0.99,110
2016-05-18,Radom,Arendt,wyposażenie szkolne,tablica,590.00,2
2014-10-13,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,10
2017-04-26,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,1
2016-06-29,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,49
2015-09-24,Katowice,Jankowski,szkolno-biurowe,plastelina,2.99,173
2015-08-13,Poznań,Szewczyk,meble,biurko,149.99,9
2015-09-01,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,5
2017-03-02,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2015-11-05,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2016-08-22,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,300
